"timestamp","type.name","team.name","player.name","play_pattern.name"
"00:24:27.889","Ball Receipt*","France","Corentin Tolisso","From Throw In"
"00:24:27.889","Carry","France","Corentin Tolisso","From Throw In"
"00:24:30.409","Foul Committed","Australia","Tom Rogić","From Throw In"
"00:24:30.409","Foul Won","France","Corentin Tolisso","From Throw In"
"00:24:51.916","Pass","France","Corentin Tolisso","From Free Kick"
"00:24:55.089","Ball Receipt*","France","Samuel Yves Umtiti","From Free Kick"
"00:24:55.089","Pass","France","Samuel Yves Umtiti","From Free Kick"
"00:24:55.989","Ball Receipt*","France","Paul Pogba","From Free Kick"
"00:24:55.989","Carry","France","Paul Pogba","From Free Kick"
"00:24:56.809","Pass","France","Paul Pogba","From Free Kick"
"00:24:58.355","Ball Receipt*","France","Lucas Hernández Pi","From Free Kick"
"00:24:58.355","Carry","France","Lucas Hernández Pi","From Free Kick"
"00:25:00.476","Pass","France","Lucas Hernández Pi","From Free Kick"
"00:25:01.289","Ball Receipt*","France","Ousmane Dembélé","From Free Kick"
"00:25:01.289","Carry","France","Ousmane Dembélé","From Free Kick"
"00:25:01.609","Pressure","Australia","Mile Jedinak","From Free Kick"
"00:25:01.916","Pass","France","Ousmane Dembélé","From Free Kick"
"00:25:04.129","Ball Receipt*","France","Paul Pogba","From Free Kick"
"00:25:04.129","Pass","France","Paul Pogba","From Free Kick"
"00:25:05.648","Ball Receipt*","France","Samuel Yves Umtiti","From Free Kick"
"00:25:05.648","Carry","France","Samuel Yves Umtiti","From Free Kick"
"00:25:06.476","Pass","France","Samuel Yves Umtiti","From Free Kick"
"00:25:08.529","Ball Receipt*","France","Corentin Tolisso","From Free Kick"
"00:25:08.529","Carry","France","Corentin Tolisso","From Free Kick"
"00:25:09.116","Pass","France","Corentin Tolisso","From Free Kick"
"00:25:09.849","Ball Receipt*","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:09.849","Carry","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:11.209","Pressure","Australia","Aaron Mooy","From Free Kick"
"00:25:12.116","Pass","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:13.089","Ball Receipt*","France","Paul Pogba","From Free Kick"
"00:25:13.089","Carry","France","Paul Pogba","From Free Kick"
"00:25:14.116","Pass","France","Paul Pogba","From Free Kick"
"00:25:14.969","Ball Receipt*","France","Ousmane Dembélé","From Free Kick"
"00:25:14.969","Carry","France","Ousmane Dembélé","From Free Kick"
"00:25:15.316","Pass","France","Ousmane Dembélé","From Free Kick"
"00:25:16.249","Ball Receipt*","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:16.249","Carry","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:16.676","Dribbled Past","Australia","Aziz Eraltay Behich","From Free Kick"
"00:25:16.676","Dribble","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:16.676","Carry","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:17.236","Dribble","France","Kylian Mbappé Lottin","From Free Kick"
"00:25:17.236","Duel","Australia","Trent Sainsbury","From Free Kick"
"00:25:18.569","Ball Recovery","France","Corentin Tolisso","From Free Kick"
"00:25:20.609","50/50","France","Corentin Tolisso","From Free Kick"
"00:25:20.609","50/50","Australia","Andrew Nabbout","From Free Kick"
"00:25:20.609","Carry","Australia","Andrew Nabbout","From Free Kick"
"00:25:21.329","Pressure","France","N''Golo Kanté","From Free Kick"
"00:25:23.889","Miscontrol","Australia","Andrew Nabbout","From Free Kick"
"00:25:37.929","Camera On","France",NA,"Regular Play"
"00:25:38.716","Pass","France","Samuel Yves Umtiti","Regular Play"
"00:25:42.129","Ball Receipt*","France","Raphaël Varane","Regular Play"
"00:25:42.129","Carry","France","Raphaël Varane","Regular Play"
"00:25:42.916","Pass","France","Raphaël Varane","Regular Play"
"00:25:44.489","Ball Receipt*","France","N''Golo Kanté","Regular Play"
"00:25:44.489","Carry","France","N''Golo Kanté","Regular Play"
"00:25:46.156","Pass","France","N''Golo Kanté","Regular Play"
"00:25:47.889","Ball Receipt*","France","Lucas Hernández Pi","Regular Play"
"00:25:47.889","Carry","France","Lucas Hernández Pi","Regular Play"
"00:25:48.556","Pass","France","Lucas Hernández Pi","Regular Play"
"00:25:49.489","Ball Receipt*","France","Paul Pogba","Regular Play"
"00:25:49.489","Pass","France","Paul Pogba","Regular Play"
"00:25:50.849","Ball Receipt*","France","Samuel Yves Umtiti","Regular Play"
"00:25:50.849","Carry","France","Samuel Yves Umtiti","Regular Play"
"00:25:53.156","Pass","France","Samuel Yves Umtiti","Regular Play"
"00:25:54.329","Ball Receipt*","France","N''Golo Kanté","Regular Play"
"00:25:54.329","Carry","France","N''Golo Kanté","Regular Play"
"00:25:56.076","Pass","France","N''Golo Kanté","Regular Play"
"00:25:57.769","Ball Receipt*","France","Raphaël Varane","Regular Play"
"00:25:57.769","Carry","France","Raphaël Varane","Regular Play"
"00:25:58.876","Pass","France","Raphaël Varane","Regular Play"
"00:26:00.436","Ball Receipt*","France","Antoine Griezmann","Regular Play"
"00:26:00.436","Carry","France","Antoine Griezmann","Regular Play"
"00:26:00.476","Pass","France","Antoine Griezmann","Regular Play"
"00:26:03.769","Ball Receipt*","France","Kylian Mbappé Lottin","Regular Play"
"00:26:18.209","Pass","Australia","Mathew Ryan","From Goal Kick"
"00:26:20.049","Ball Receipt*","Australia","Mark Milligan","From Goal Kick"
"00:26:20.049","Carry","Australia","Mark Milligan","From Goal Kick"
"00:26:23.409","Pass","Australia","Mark Milligan","From Goal Kick"
"00:26:24.969","Ball Receipt*","Australia","Mathew Ryan","From Goal Kick"
"00:26:24.969","Carry","Australia","Mathew Ryan","From Goal Kick"
"00:26:29.489","Pass","Australia","Mathew Ryan","From Goal Kick"
"00:26:30.769","Ball Receipt*","Australia","Mark Milligan","From Goal Kick"
"00:26:30.769","Carry","Australia","Mark Milligan","From Goal Kick"
"00:26:32.476","Pressure","France","Kylian Mbappé Lottin","From Goal Kick"
"00:26:32.849","Pass","Australia","Mark Milligan","From Goal Kick"
"00:26:34.409","Ball Receipt*","Australia","Mathew Ryan","From Goal Kick"
"00:26:34.409","Carry","Australia","Mathew Ryan","From Goal Kick"
"00:26:35.329","Pass","Australia","Mathew Ryan","From Goal Kick"
"00:26:36.649","Ball Receipt*","Australia","Mark Milligan","From Goal Kick"
"00:26:36.649","Carry","Australia","Mark Milligan","From Goal Kick"
"00:26:38.009","Pass","Australia","Mark Milligan","From Goal Kick"
"00:26:38.976","Pressure","France","Antoine Griezmann","From Goal Kick"
"00:26:39.129","Ball Receipt*","Australia","Aziz Eraltay Behich","From Goal Kick"
"00:26:39.129","Carry","Australia","Aziz Eraltay Behich","From Goal Kick"
"00:26:42.409","Pass","Australia","Aziz Eraltay Behich","From Goal Kick"
"00:26:43.329","Ball Receipt*","Australia","Mark Milligan","From Goal Kick"
"00:26:43.329","Carry","Australia","Mark Milligan","From Goal Kick"
"00:26:44.129","Pressure","France","Kylian Mbappé Lottin","From Goal Kick"
"00:26:45.889","Pass","Australia","Mark Milligan","From Goal Kick"
"00:26:48.568","Ball Receipt*","Australia","Andrew Nabbout","From Goal Kick"
"00:26:48.569","Pass","Australia","Andrew Nabbout","From Goal Kick"
"00:26:48.569","Duel","France","Samuel Yves Umtiti","From Goal Kick"
"00:26:49.809","Ball Receipt*","Australia","Robbie Kruse","From Goal Kick"
"00:26:49.809","Ball Recovery","France","Raphaël Varane","From Goal Kick"
"00:26:49.809","Carry","France","Raphaël Varane","From Goal Kick"
"00:26:50.156","Pass","France","Raphaël Varane","From Goal Kick"
"00:26:53.289","Pressure","Australia","Andrew Nabbout","From Goal Kick"
"00:26:53.316","Ball Receipt*","France","Hugo Lloris","From Goal Kick"
"00:26:53.316","Pass","France","Hugo Lloris","From Goal Kick"
"00:26:56.449","Ball Receipt*","France","Ousmane Dembélé","From Goal Kick"
"00:26:56.449","Pass","Australia","Mile Jedinak","From Goal Kick"
"00:27:00.289","Pressure","France","Paul Pogba","From Goal Kick"
"00:27:00.569","Ball Receipt*","Australia","Josh Risdon","From Goal Kick"
"00:27:00.569","Carry","Australia","Josh Risdon","From Goal Kick"
"00:27:00.889","Pass","Australia","Josh Risdon","From Goal Kick"
"00:27:02.009","Ball Receipt*","Australia","Mathew Leckie","From Goal Kick"
"00:27:02.009","Carry","Australia","Mathew Leckie","From Goal Kick"
"00:27:05.249","Foul Committed","France","Paul Pogba","From Goal Kick"
"00:27:05.249","Foul Won","Australia","Mathew Leckie","From Goal Kick"
"00:27:55.049","Pass","Australia","Aaron Mooy","From Free Kick"
"00:27:56.969","Goal Keeper","France","Hugo Lloris","From Keeper"
"00:28:04.369","Camera off","France",NA,"From Keeper"
"00:28:09.276","Camera On","France",NA,"Regular Play"
"00:28:09.329","Pressure","Australia","Aziz Eraltay Behich","Regular Play"
"00:28:09.569","Pressure","Australia","Robbie Kruse","Regular Play"
"00:28:10.596","Pass","France","Kylian Mbappé Lottin","Regular Play"
"00:28:12.009","Ball Receipt*","France","Benjamin Pavard","Regular Play"
"00:28:12.009","Carry","France","Benjamin Pavard","Regular Play"
"00:28:12.636","Pass","France","Benjamin Pavard","Regular Play"
"00:28:13.489","Pressure","Australia","Andrew Nabbout","Regular Play"
"00:28:13.609","Ball Receipt*","France","N''Golo Kanté","Regular Play"
"00:28:13.609","Carry","France","N''Golo Kanté","Regular Play"
"00:28:13.636","Pass","France","N''Golo Kanté","Regular Play"
"00:28:14.489","Ball Receipt*","France","Benjamin Pavard","Regular Play"
"00:28:14.489","Carry","France","Benjamin Pavard","Regular Play"
"00:28:14.996","Pass","France","Benjamin Pavard","Regular Play"
"00:28:16.529","Ball Receipt*","France","Raphaël Varane","Regular Play"
"00:28:16.529","Carry","France","Raphaël Varane","Regular Play"
"00:28:17.436","Pass","France","Raphaël Varane","Regular Play"
"00:28:19.809","Ball Receipt*","France","Samuel Yves Umtiti","Regular Play"
"00:28:19.809","Carry","France","Samuel Yves Umtiti","Regular Play"
"00:28:20.716","Pass","France","Samuel Yves Umtiti","Regular Play"
"00:28:21.809","Ball Receipt*","France","Paul Pogba","Regular Play"
"00:28:21.809","Carry","France","Paul Pogba","Regular Play"
"00:28:21.849","Pressure","Australia","Mathew Leckie","Regular Play"
"00:28:22.356","Pass","France","Paul Pogba","Regular Play"
"00:28:23.289","Ball Receipt*","France","Samuel Yves Umtiti","Regular Play"
"00:28:23.289","Carry","France","Samuel Yves Umtiti","Regular Play"
"00:28:25.876","Pass","France","Samuel Yves Umtiti","Regular Play"
"00:28:29.649","Ball Receipt*","France","Antoine Griezmann","Regular Play"
"00:28:29.649","Carry","France","Antoine Griezmann","Regular Play"
"00:28:30.169","Pressure","Australia","Josh Risdon","Regular Play"
"00:28:30.716","Pass","France","Antoine Griezmann","Regular Play"
"00:28:31.609","Ball Receipt*","France","Lucas Hernández Pi","Regular Play"
"00:28:31.609","Carry","France","Lucas Hernández Pi","Regular Play"
"00:28:32.489","Pressure","Australia","Mathew Leckie","Regular Play"
"00:28:33.036","Dribbled Past","Australia","Aaron Mooy","Regular Play"
"00:28:33.036","Dribble","France","Lucas Hernández Pi","Regular Play"
"00:28:33.036","Carry","France","Lucas Hernández Pi","Regular Play"
"00:28:34.636","Pass","France","Lucas Hernández Pi","Regular Play"
"00:28:35.369","Block","Australia","Trent Sainsbury","Regular Play"
"00:28:36.569","Ball Recovery","Australia","Trent Sainsbury","Regular Play"
"00:28:41.569","Injury Stoppage","Australia",NA,"Regular Play"
"00:28:59.236","Pass","France","Antoine Griezmann","From Throw In"
"00:29:03.689","Ball Recovery","Australia","Mathew Ryan","Regular Play"
"00:29:03.689","Carry","Australia","Mathew Ryan","Regular Play"
"00:29:14.969","Pass","Australia","Mathew Ryan","Regular Play"
"00:29:17.129","Ball Receipt*","Australia","Josh Risdon","Regular Play"
"00:29:17.129","Carry","Australia","Josh Risdon","Regular Play"
"00:29:17.716","Pressure","France","Paul Pogba","Regular Play"
"00:29:21.196","Pressure","France","Paul Pogba","Regular Play"
"00:29:22.849","Pass","Australia","Josh Risdon","Regular Play"
"00:29:23.889","Ball Receipt*","Australia","Trent Sainsbury","Regular Play"
"00:29:23.889","Carry","Australia","Trent Sainsbury","Regular Play"
"00:29:24.849","Pass","Australia","Trent Sainsbury","Regular Play"
"00:29:26.089","Ball Receipt*","Australia","Mark Milligan","Regular Play"
"00:29:26.089","Carry","Australia","Mark Milligan","Regular Play"
"00:29:26.929","Pressure","France","Ousmane Dembélé","Regular Play"
"00:29:27.769","Pass","Australia","Mark Milligan","Regular Play"
"00:29:29.649","Ball Receipt*","Australia","Trent Sainsbury","Regular Play"
"00:29:29.649","Carry","Australia","Trent Sainsbury","Regular Play"
"00:29:31.409","Pass","Australia","Trent Sainsbury","Regular Play"
"00:29:31.836","Pressure","France","Paul Pogba","Regular Play"
"00:29:32.129","Ball Receipt*","Australia","Aaron Mooy","Regular Play"
"00:29:32.129","Carry","Australia","Aaron Mooy","Regular Play"
"00:29:32.729","Pass","Australia","Aaron Mooy","Regular Play"
"00:29:33.929","Ball Receipt*","Australia","Trent Sainsbury","Regular Play"
"00:29:33.929","Carry","Australia","Trent Sainsbury","Regular Play"
"00:29:36.769","Pass","Australia","Trent Sainsbury","Regular Play"
"00:29:38.129","Ball Receipt*","Australia","Tom Rogić","Regular Play"
"00:29:38.129","Carry","Australia","Tom Rogić","Regular Play"
"00:29:38.769","Pressure","France","N''Golo Kanté","Regular Play"
"00:29:41.129","Dribbled Past","France","Samuel Yves Umtiti","Regular Play"
"00:29:41.129","Dribble","Australia","Tom Rogić","Regular Play"
"00:29:41.129","Carry","Australia","Tom Rogić","Regular Play"
"00:29:42.249","Dispossessed","Australia","Tom Rogić","Regular Play"
"00:29:42.249","Duel","France","N''Golo Kanté","Regular Play"
"00:29:42.249","Carry","France","N''Golo Kanté","Regular Play"
"00:29:42.849","Pressure","Australia","Mathew Leckie","Regular Play"
"00:29:43.636","Pass","France","N''Golo Kanté","Regular Play"
"00:29:45.249","Ball Receipt*","France","Antoine Griezmann","Regular Play"
"00:29:45.249","Carry","France","Antoine Griezmann","Regular Play"
"00:29:47.116","Pass","France","Antoine Griezmann","Regular Play"
"00:29:49.316","Ball Receipt*","France","Corentin Tolisso","Regular Play"
"00:29:49.316","Pass","France","Corentin Tolisso","Regular Play"
"00:29:50.969","Ball Receipt*","France","Paul Pogba","Regular Play"
"00:29:50.969","Carry","France","Paul Pogba","Regular Play"
"00:29:52.076","Pass","France","Paul Pogba","Regular Play"
"00:29:54.329","Ball Receipt*","France","Benjamin Pavard","Regular Play"
"00:29:54.329","Carry","France","Benjamin Pavard","Regular Play"
"00:29:57.036","Pass","France","Benjamin Pavard","Regular Play"
"00:29:58.449","Ball Receipt*","France","Kylian Mbappé Lottin","Regular Play"
"00:29:58.449","Carry","France","Kylian Mbappé Lottin","Regular Play"
"00:30:01.196","Dribbled Past","Australia","Robbie Kruse","Regular Play"
"00:30:01.196","Dribble","France","Kylian Mbappé Lottin","Regular Play"
"00:30:01.196","Carry","France","Kylian Mbappé Lottin","Regular Play"
"00:30:04.608","Dispossessed","France","Kylian Mbappé Lottin","Regular Play"
"00:30:04.608","Duel","Australia","Mile Jedinak","Regular Play"
"00:30:05.156","Pass","Australia","Aaron Mooy","Regular Play"
"00:30:06.049","Ball Receipt*","Australia","Tom Rogić","Regular Play"
"00:30:06.049","Carry","Australia","Tom Rogić","Regular Play"
"00:30:06.796","Pressure","France","Kylian Mbappé Lottin","Regular Play"
"00:30:08.689","Pass","Australia","Tom Rogić","Regular Play"
"00:30:09.729","Ball Receipt*","Australia","Mile Jedinak","Regular Play"
"00:30:09.729","Pass","Australia","Mile Jedinak","Regular Play"
"00:30:10.836","Ball Receipt*","Australia","Andrew Nabbout","Regular Play"
"00:30:10.836","Pass","France","Raphaël Varane","Regular Play"
"00:30:12.169","Ball Receipt*","France","Kylian Mbappé Lottin","Regular Play"
"00:30:12.169","Interception","Australia","Tom Rogić","Regular Play"
"00:30:12.169","Carry","Australia","Tom Rogić","Regular Play"
"00:30:12.649","Dispossessed","Australia","Tom Rogić","Regular Play"
"00:30:12.649","Duel","France","Kylian Mbappé Lottin","Regular Play"
"00:30:13.156","Ball Recovery","France","Corentin Tolisso","Regular Play"
"00:30:13.156","Carry","France","Corentin Tolisso","Regular Play"
"00:30:14.076","Pass","France","Corentin Tolisso","Regular Play"
"00:30:15.649","Ball Receipt*","France","Antoine Griezmann","Regular Play"
"00:30:15.649","Carry","France","Antoine Griezmann","Regular Play"
"00:30:15.836","Dispossessed","France","Antoine Griezmann","Regular Play"
"00:30:15.836","Duel","Australia","Trent Sainsbury","Regular Play"
"00:30:15.836","Carry","Australia","Trent Sainsbury","Regular Play"
"00:30:19.009","Pass","Australia","Trent Sainsbury","Regular Play"
"00:30:20.689","Ball Receipt*","Australia","Josh Risdon","Regular Play"
"00:30:27.209","Pass","France","Lucas Hernández Pi","From Throw In"
"00:30:28.729","Pressure","Australia","Mile Jedinak","From Throw In"
"00:30:29.689","Ball Receipt*","France","Paul Pogba","From Throw In"
"00:30:29.689","Carry","France","Paul Pogba","From Throw In"
"00:30:35.316","Pass","France","Paul Pogba","From Throw In"
"00:30:36.489","Ball Receipt*","France","Corentin Tolisso","From Throw In"
"00:30:36.489","Carry","France","Corentin Tolisso","From Throw In"
"00:30:39.756","Pass","France","Corentin Tolisso","From Throw In"
"00:30:42.089","Ball Receipt*","France","Raphaël Varane","From Throw In"
"00:30:42.089","Carry","France","Raphaël Varane","From Throw In"
"00:30:43.156","Pass","France","Raphaël Varane","From Throw In"
"00:30:45.729","Ball Receipt*","France","Benjamin Pavard","From Throw In"
"00:30:45.729","Carry","France","Benjamin Pavard","From Throw In"
"00:30:48.316","Pass","France","Benjamin Pavard","From Throw In"
"00:30:50.409","Pressure","Australia","Mark Milligan","From Throw In"
"00:30:50.689","Ball Receipt*","France","Kylian Mbappé Lottin","From Throw In"
"00:30:50.689","Carry","France","Kylian Mbappé Lottin","From Throw In"
"00:30:51.516","Dispossessed","France","Kylian Mbappé Lottin","From Throw In"
"00:30:51.516","Duel","Australia","Aziz Eraltay Behich","From Throw In"
"00:31:03.356","Pass","France","Benjamin Pavard","From Throw In"
"00:31:04.529","Ball Receipt*","France","N''Golo Kanté","From Throw In"
"00:31:04.529","Carry","France","N''Golo Kanté","From Throw In"
"00:31:04.769","Pressure","Australia","Aaron Mooy","From Throw In"
"00:31:05.236","Pass","France","N''Golo Kanté","From Throw In"
"00:31:06.129","Ball Receipt*","France","Kylian Mbappé Lottin","From Throw In"
"00:31:06.129","Carry","France","Kylian Mbappé Lottin","From Throw In"
"00:31:06.609","Pressure","Australia","Aziz Eraltay Behich","From Throw In"
"00:31:07.436","Dispossessed","France","Kylian Mbappé Lottin","From Throw In"
"00:31:07.436","Duel","Australia","Aziz Eraltay Behich","From Throw In"
"00:31:29.729","Pass","Australia","Aziz Eraltay Behich","From Throw In"
"00:31:32.035","Ball Receipt*","Australia","Tom Rogić","From Throw In"
"00:31:32.036","Pass","Australia","Tom Rogić","From Throw In"
"00:31:32.989","Ball Receipt*","Australia","Andrew Nabbout","From Throw In"
"00:31:32.989","Ball Recovery","France","Raphaël Varane","Regular Play"
"00:31:32.989","Carry","France","Raphaël Varane","Regular Play"
"00:31:33.396","Pass","France","Raphaël Varane","Regular Play"
"00:31:34.129","Ball Receipt*","France","Benjamin Pavard","Regular Play"
"00:31:34.129","Carry","France","Benjamin Pavard","Regular Play"
"00:31:34.129","Pressure","Australia","Tom Rogić","Regular Play"
"00:31:34.556","Pass","France","Benjamin Pavard","Regular Play"
"00:31:35.769","Ball Receipt*","France","Corentin Tolisso","Regular Play"
"00:31:35.769","Carry","France","Corentin Tolisso","Regular Play"
"00:31:36.169","Pressure","Australia","Aaron Mooy","Regular Play"
"00:31:36.196","Dribble","France","Corentin Tolisso","Regular Play"
"00:31:36.716","Pass","Australia","Aaron Mooy","Regular Play"
"00:31:37.689","Ball Receipt*","Australia","Mathew Leckie","Regular Play"
"00:31:37.689","Ball Recovery","France","N''Golo Kanté","Regular Play"
"00:31:37.689","Carry","France","N''Golo Kanté","Regular Play"
"00:31:38.196","Pass","France","N''Golo Kanté","Regular Play"
"00:31:38.849","Ball Receipt*","France","Antoine Griezmann","Regular Play"
"00:31:38.849","Carry","France","Antoine Griezmann","Regular Play"
"00:31:39.476","Pass","France","Antoine Griezmann","Regular Play"
"00:31:39.529","Pressure","Australia","Aaron Mooy","Regular Play"
"00:31:40.409","Ball Receipt*","France","Corentin Tolisso","Regular Play"
"00:31:40.409","Carry","France","Corentin Tolisso","Regular Play"
"00:31:41.236","Pass","France","Corentin Tolisso","Regular Play"
"00:31:42.049","Ball Receipt*","France","Ousmane Dembélé","Regular Play"
"00:31:42.049","Interception","Australia","Mark Milligan","Regular Play"
"00:31:43.169","Ball Recovery","Australia","Aaron Mooy","Regular Play"
"00:31:43.169","Carry","Australia","Aaron Mooy","Regular Play"
"00:31:43.929","Pass","Australia","Aaron Mooy","Regular Play"
"00:31:44.889","Ball Receipt*","Australia","Tom Rogić","Regular Play"
"00:31:44.889","Carry","Australia","Tom Rogić","Regular Play"
"00:31:45.276","Pressure","France","N''Golo Kanté","Regular Play"
"00:31:48.129","Pass","Australia","Tom Rogić","Regular Play"
"00:31:49.089","Ball Receipt*","Australia","Josh Risdon","Regular Play"
"00:31:49.089","Carry","Australia","Josh Risdon","Regular Play"
"00:31:50.329","Pass","Australia","Josh Risdon","Regular Play"
"00:31:51.289","Ball Receipt*","Australia","Mathew Leckie","Regular Play"
"00:31:51.289","Carry","Australia","Mathew Leckie","Regular Play"
"00:31:52.209","Pressure","France","Lucas Hernández Pi","Regular Play"
"00:31:53.049","Pass","Australia","Mathew Leckie","Regular Play"
"00:31:54.769","Ball Receipt*","Australia","Trent Sainsbury","Regular Play"
"00:31:54.769","Carry","Australia","Trent Sainsbury","Regular Play"
"00:31:55.089","Pressure","France","Ousmane Dembélé","Regular Play"
"00:31:56.209","Pass","Australia","Trent Sainsbury","Regular Play"
"00:31:56.836","Pressure","France","N''Golo Kanté","Regular Play"
"00:31:57.489","Ball Receipt*","Australia","Tom Rogić","Regular Play"
"00:31:57.489","Carry","Australia","Tom Rogić","Regular Play"
"00:31:58.249","Dispossessed","Australia","Tom Rogić","Regular Play"
"00:31:58.249","Duel","France","N''Golo Kanté","Regular Play"
"00:31:59.089","Ball Recovery","France","Paul Pogba","Regular Play"
"00:31:59.089","Carry","France","Paul Pogba","Regular Play"
"00:32:00.476","Pass","France","Paul Pogba","Regular Play"
"00:32:01.529","Ball Receipt*","France","Corentin Tolisso","Regular Play"
"00:32:01.529","Carry","France","Corentin Tolisso","Regular Play"
"00:32:02.676","Pass","France","Corentin Tolisso","Regular Play"
"00:32:04.089","Ball Receipt*","France","Raphaël Varane","Regular Play"
"00:32:04.089","Carry","France","Raphaël Varane","Regular Play"
"00:32:06.356","Pass","France","Raphaël Varane","Regular Play"
"00:32:08.129","Ball Receipt*","France","Benjamin Pavard","Regular Play"
"00:32:08.129","Carry","France","Benjamin Pavard","Regular Play"
"00:32:08.796","Pass","France","Benjamin Pavard","Regular Play"
"00:32:10.009","Ball Receipt*","France","Antoine Griezmann","Regular Play"
"00:32:10.009","Carry","France","Antoine Griezmann","Regular Play"
"00:32:13.916","Pass","France","Antoine Griezmann","Regular Play"
"00:32:15.249","Ball Receipt*","France","N''Golo Kanté","Regular Play"
"00:32:15.249","Carry","France","N''Golo Kanté","Regular Play"
"00:32:17.156","Pass","France","N''Golo Kanté","Regular Play"
"00:32:18.249","Ball Receipt*","France","Paul Pogba","Regular Play"
"00:32:18.249","Carry","France","Paul Pogba","Regular Play"
"00:32:19.676","Pass","France","Paul Pogba","Regular Play"
"00:32:21.529","Ball Receipt*","France","Corentin Tolisso","Regular Play"
"00:32:21.529","Carry","France","Corentin Tolisso","Regular Play"
"00:32:22.596","Pass","France","Corentin Tolisso","Regular Play"
"00:32:24.689","Ball Receipt*","France","Benjamin Pavard","Regular Play"
"00:32:24.689","Carry","France","Benjamin Pavard","Regular Play"
"00:32:26.396","Pass","France","Benjamin Pavard","Regular Play"
"00:32:28.329","Ball Receipt*","France","Corentin Tolisso","Regular Play"
"00:32:28.329","Carry","France","Corentin Tolisso","Regular Play"
"00:32:29.196","Pass","France","Corentin Tolisso","Regular Play"
"00:32:30.569","Ball Receipt*","France","Ousmane Dembélé","Regular Play"
"00:32:30.569","Carry","France","Ousmane Dembélé","Regular Play"
"00:32:30.609","Pressure","Australia","Mathew Leckie","Regular Play"
"00:32:31.409","Dribbled Past","Australia","Mathew Leckie","Regular Play"
"00:32:31.409","Dribble","France","Ousmane Dembélé","Regular Play"
"00:32:31.409","Carry","France","Ousmane Dembélé","Regular Play"
"00:32:32.436","Pass","France","Ousmane Dembélé","Regular Play"
"00:32:33.689","Ball Receipt*","France","Lucas Hernández Pi","Regular Play"
"00:32:33.689","Carry","France","Lucas Hernández Pi","Regular Play"
"00:32:34.489","Shot","France","Lucas Hernández Pi","Regular Play"
"00:32:35.076","Goal Keeper","Australia","Mathew Ryan","Regular Play"
"00:32:35.089","Block","Australia","Mark Milligan","Regular Play"
"00:33:16.196","Pass","France","Ousmane Dembélé","From Corner"
"00:33:17.929","Ball Receipt*","France","Kylian Mbappé Lottin","From Corner"
"00:33:17.929","Goal Keeper","Australia","Mathew Ryan","From Keeper"
"00:33:17.929","Carry","Australia","Mathew Ryan","From Keeper"
"00:33:26.396","Pass","Australia","Mathew Ryan","From Keeper"
"00:33:28.769","Ball Receipt*","Australia","Aziz Eraltay Behich","From Keeper"
"00:33:28.769","Carry","Australia","Aziz Eraltay Behich","From Keeper"
"00:33:32.889","Pass","Australia","Aziz Eraltay Behich","From Keeper"
"00:33:34.889","Ball Receipt*","Australia","Mark Milligan","From Keeper"
"00:33:34.889","Carry","Australia","Mark Milligan","From Keeper"
"00:33:35.449","Pass","Australia","Mark Milligan","From Keeper"
"00:33:36.729","Ball Receipt*","Australia","Mathew Ryan","From Keeper"
"00:33:36.729","Carry","Australia","Mathew Ryan","From Keeper"
"00:33:37.529","Pressure","France","Antoine Griezmann","From Keeper"
"00:33:38.209","Pass","Australia","Mathew Ryan","From Keeper"
"00:33:40.996","Ball Receipt*","Australia","Mathew Leckie","From Keeper"
"00:33:40.996","Duel","Australia","Mathew Leckie","From Keeper"
"00:33:40.996","Pass","France","Lucas Hernández Pi","Regular Play"
"00:33:42.929","Pressure","Australia","Aaron Mooy","Regular Play"
"00:33:43.009","Ball Receipt*","France","Paul Pogba","Regular Play"
"00:33:43.009","Carry","France","Paul Pogba","Regular Play"
"00:33:43.849","Pressure","Australia","Tom Rogić","Regular Play"
"00:33:44.076","Pass","France","Paul Pogba","Regular Play"
"00:33:45.729","Ball Receipt*","France","Raphaël Varane","Regular Play"
"00:33:45.729","Pass","France","Raphaël Varane","Regular Play"
"00:33:49.169","Pass","Australia","Josh Risdon","Regular Play"
"00:33:52.809","Ball Receipt*","Australia","Mathew Leckie","Regular Play"
"00:33:57.876","Pass","France","Lucas Hernández Pi","From Throw In"
"00:33:59.636","Ball Receipt*","France","Kylian Mbappé Lottin","From Throw In"
"00:33:59.636","Dribble","France","Kylian Mbappé Lottin","From Throw In"
"00:33:59.636","Duel","Australia","Josh Risdon","Regular Play"
"00:34:00.571","Pressure","France","Kylian Mbappé Lottin","Regular Play"
"00:34:00.849","Ball Recovery","Australia","Aaron Mooy","Regular Play"
"00:34:00.849","Carry","Australia","Aaron Mooy","Regular Play"
"00:34:03.009","Pass","Australia","Aaron Mooy","Regular Play"
"00:34:03.489","Ball Receipt*","Australia","Mile Jedinak","Regular Play"
"00:34:03.489","Pass","Australia","Mile Jedinak","Regular Play"
